TEAM,MATCH UP,GAME DATE,W/L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,ASTRATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE
MEM,MEM @ SAC,01/02/2020,L,48,113.9,118.5,-4.6,68.9,1.82,20.7,27.1,75,51,15.7,55.4,60.2,108,47.4
SAC,SAC vs. MEM,01/02/2020,W,48,118.5,113.9,4.6,59.1,2,18.1,25,72.9,49,12,56.7,61.8,108,52.6
CHA,CHA @ CLE,01/02/2020,W,48,114.7,111.6,3.2,67.6,2.27,19.1,25.5,75,48.3,11.6,53.6,58.3,95,49.7
SAS,SAS vs. OKC,01/02/2020,L,48,113.2,117.2,-4,55,2.44,17.1,30.2,71.4,50,9.9,50.5,52.9,92,43.7
MIN,MIN vs. GSW,01/02/2020,W,48,102.1,86.6,15.5,57.9,1.47,15.6,36.1,80.4,55.1,15.5,46.8,48.3,97,53.5
IND,IND vs. DEN,01/02/2020,L,48,124.7,131.9,-7.2,74.4,3.56,23.9,21.4,59.5,40.5,9.7,59.8,62.4,93.5,47.1
UTA,UTA @ CHI,01/02/2020,W,48,108.5,104.3,4.3,64.9,1.41,18.8,25.6,65.5,48.5,18.1,55.9,59.5,94,53.8
NYK,NYK vs. POR,01/01/2020,W,48,117,93.9,23.1,61.7,4.14,20.3,26.4,80.3,55.3,7,55.1,56.2,99.5,62.4
POR,POR @ NYK,01/01/2020,L,48,93.9,117,-23.1,45.9,1.89,13.3,19.7,73.6,44.7,9.1,44.7,46.2,99.5,37.6
LAL,LAL vs. PHX,01/01/2020,W,48,115.8,105.9,9.9,58.1,1.92,17.6,29.6,74.5,50.5,12.9,51.7,55.7,101,52.2
ORL,ORL @ WAS,01/01/2020,W,48,117.3,98.1,19.2,55.6,2.78,17.4,28.3,78.6,54.1,8.7,53.7,57.1,103.5,62.4
PHX,PHX @ LAL,01/01/2020,L,48,105.9,115.8,-9.9,76.2,2.13,22.1,25.5,70.4,49.5,14.9,52.3,55.7,101,47.8
WAS,WAS vs. ORL,01/01/2020,L,48,98.1,117.3,-19.2,54.5,1.38,13.5,21.4,71.7,45.9,12.6,43.1,50.2,103.5,37.6
MIL,MIL vs. MIN,01/01/2020,W,48,102.9,99,3.9,60,1.41,16.7,27.9,77.4,52.8,16.5,47.3,50.3,104,54.4
MIN,MIN @ MIL,01/01/2020,L,48,99,102.9,-3.9,52.9,1.5,13.3,22.6,72.1,47.2,11.4,45.6,50.3,104,45.6
SAS,SAS vs. GSW,12/31/2019,W,53,115.8,110.8,5.1,66.7,3,20.7,28.3,78.6,54.1,9.9,54.2,56.5,91.92,52
DEN,DEN @ HOU,12/31/2019,L,48,105.1,130,-24.9,55.6,1.56,17.6,33.3,62.2,46.5,16.2,50.5,51.5,99.5,40.5
CLE,CLE @ TOR,12/31/2019,L,48,100,123.2,-23.2,56.8,1.4,15.9,29.4,74.5,51,15.5,48.3,51.6,96,38.8
GSW,GSW @ SAS,12/31/2019,L,53,110.8,115.8,-5.1,70.5,3.44,21.5,21.4,71.7,45.9,8.8,52.1,54.4,91.92,48
DAL,DAL @ OKC,12/31/2019,L,48,103.1,110.4,-7.4,57.6,1.73,13.8,33.3,63,47,11.2,43.5,48.2,97,42.3
BOS,BOS @ CHA,12/31/2019,W,48,112.4,94.8,17.5,56.8,1.92,18,35.2,74.5,55,13.4,52.6,53.7,97,60.2
HOU,HOU vs. DEN,12/31/2019,W,48,130,105.1,24.9,43.5,1.33,14.7,37.8,66.7,53.5,15,62.1,64.6,99.5,59.5
OKC,OKC vs. DAL,12/31/2019,W,48,110.4,103.1,7.4,46.2,1.5,13.4,37,66.7,53,12.5,46.2,51.3,97,57.7
PHI,PHI @ IND,12/31/2019,L,48,102.1,119.8,-17.7,64.9,1.6,17.3,37,76.1,55,15.8,44,48.6,95.5,38.2
CHA,CHA vs. BOS,12/31/2019,L,48,94.8,112.4,-17.5,73.5,1.47,18.5,25.5,64.8,45,17.5,46.5,49.4,97,39.8
SAC,SAC vs. LAC,12/31/2019,L,48,92.6,112.9,-20.4,60.6,1.25,15.7,25.5,65.4,45.6,17,46.3,49.2,93.5,38.4
LAC,LAC @ SAC,12/31/2019,W,48,112.9,92.6,20.4,58.3,1.75,16.2,34.6,74.5,54.4,12.9,47.7,53.7,93.5,61.6
TOR,TOR vs. CLE,12/31/2019,W,48,123.2,100,23.2,72.5,2.42,21.3,25.5,70.6,49,12.6,57.7,61.6,96,61.2
IND,IND vs. PHI,12/31/2019,W,48,119.8,102.1,17.7,83.3,5.83,24.6,23.9,63,45,6.3,55.2,59,95.5,61.8
DET,DET @ UTA,12/30/2019,L,48,84.4,109.5,-25.1,46.7,0.82,11.7,25,71.7,46.9,17.7,40.5,45.4,95.5,36.9
MIA,MIA @ WAS,12/30/2019,L,48,107.1,125.5,-18.4,54.5,0.95,14.1,26.7,78.3,52.7,19.4,52.1,58.2,98,40.5
CHI,CHI vs. MIL,12/30/2019,L,48,98.1,120.6,-22.5,65,2.6,17.7,27.5,74.4,44.4,9.6,45.3,46.1,103,35
MIL,MIL @ CHI,12/30/2019,W,48,120.6,98.1,22.5,63,1.61,20.6,25.6,72.5,55.6,17.6,61.3,65,103,65
PHX,PHX @ POR,12/30/2019,W,48,124.5,117.2,7.3,65.9,2.64,20.4,30.6,70.9,51.9,11.2,54.9,60,98.5,54.8
ORL,ORL vs. ATL,12/30/2019,L,48,94.9,104.1,-9.2,59.5,2.44,16.5,25,69.8,44.4,9.2,44.4,46.7,97.5,44.3
UTA,UTA vs. DET,12/30/2019,W,48,109.5,84.4,25.1,51.3,1.33,15.6,28.3,75,53.1,15.8,53,56.6,95.5,63.1
POR,POR vs. PHX,12/30/2019,L,48,117.2,124.5,-7.3,54.5,2.67,17.4,29.1,69.4,48.1,9.1,53.1,55.8,98.5,45.2
ATL,ATL @ ORL,12/30/2019,W,48,104.1,94.9,9.2,53.8,1,16,30.2,75,55.6,21.6,53.7,57.1,97.5,55.7
BKN,BKN @ MIN,12/30/2019,L,53,97.5,102.5,-5.1,55,1.29,14.7,16.1,77.6,48.1,14.4,48,51.9,107.32,45.9
MIN,MIN vs. BKN,12/30/2019,W,53,102.5,97.5,5.1,47.6,1.43,13,22.4,83.9,51.9,11.8,48.6,52.2,107.32,54.1
WAS,WAS vs. MIA,12/30/2019,W,48,125.5,107.1,18.4,60.5,2.6,19.4,21.7,73.3,47.3,10.2,61.3,63.3,98,59.5
DEN,DEN vs. SAC,12/29/2019,W,48,125,119.8,5.2,54.8,1.92,17.3,34.1,68.3,51.2,12.5,56.8,63.4,96,52.7
LAL,LAL vs. DAL,12/29/2019,W,48,106.9,94.1,12.9,73.7,1.75,20.4,20,68.4,48.5,15.8,54.5,59.8,101,62.3
OKC,OKC @ TOR,12/29/2019,W,48,103.2,102.1,1.1,44.1,0.88,12.5,23.9,75,50,17.9,50,55.6,95,51.8
DAL,DAL @ LAL,12/29/2019,L,48,94.1,106.9,-12.9,53.1,0.89,12.5,31.6,80,51.5,18.8,43.3,48.6,101,37.7
SAC,SAC @ DEN,12/29/2019,L,48,119.8,125,-5.2,71.1,2.29,22.7,31.7,65.9,48.8,14.6,60.6,62.2,96,47.3
TOR,TOR vs. OKC,12/29/2019,L,48,102.1,103.2,-1.1,60,1.24,16.4,25,76.1,50,17.9,51.2,54.9,95,48.2
CHA,CHA @ MEM,12/29/2019,L,48,103,117,-14,62.2,1.64,16.8,26.4,66.7,45.5,13.9,48.3,52,100.5,40.9
HOU,HOU @ NOP,12/29/2019,L,48,114.3,128.3,-14,69,1.71,21.3,20.9,63.6,44.9,17.3,61.1,62.4,98.5,45.4
MEM,MEM vs. CHA,12/29/2019,W,48,117,103,14,66.7,2.14,20.7,33.3,73.6,54.5,14,53.8,58.2,100.5,59.1
NOP,NOP vs. HOU,12/29/2019,W,48,128.3,114.3,14,64,3.56,21.2,36.4,79.1,55.1,9.1,57.8,58.9,98.5,54.6
MIL,MIL vs. ORL,12/28/2019,W,48,109.9,99,10.9,69.8,1.2,20.3,37,85.2,63,24.8,58.9,60.4,101,56.5
ATL,ATL @ CHI,12/28/2019,L,48,80.2,116,-35.8,75,1.14,17.5,25,71.1,45.5,20.8,42.4,44.6,100.5,32.2
BOS,BOS vs. TOR,12/28/2019,L,48,98,114.1,-16.2,58.1,1.2,14.1,22,61,39.6,15.2,44.2,51.7,99,41.9
CHI,CHI vs. ATL,12/28/2019,W,48,116,80.2,35.8,51.2,1.29,16.3,28.9,75,54.5,17,58,60.8,100.5,67.8
CLE,CLE @ MIN,12/28/2019,W,48,90.4,84.6,5.8,40.6,0.45,9.4,44,73.4,60.5,27.9,44.2,50.6,104,58.4
UTA,UTA @ LAC,12/28/2019,W,48,123.7,110.3,13.4,55.6,1.92,18.8,26.2,68.9,51.5,13.4,62.2,64.2,97,56.3
MEM,MEM @ DEN,12/28/2019,L,48,108.9,117.8,-8.9,78,1.88,22.1,26.7,69.2,49.5,16.8,54.2,57.9,101,47.1
LAL,LAL @ POR,12/28/2019,W,48,126.7,118.8,7.9,68.1,2.91,21.8,29.8,70.8,50.5,10.9,57.7,61.9,101,56.8
DAL,DAL @ GSW,12/28/2019,W,48,134.3,115.2,19,72.9,2.69,23.3,22.7,78.4,52.6,12.4,65.2,69.6,105,59.4
TOR,TOR @ BOS,12/28/2019,W,48,114.1,98,16.2,61.4,1.23,19,39,78,60.4,22.2,60.7,61.8,99,58.1
BKN,BKN @ HOU,12/28/2019,L,48,95.1,105.9,-10.7,64.9,1.6,16.9,27.1,69.4,48.8,14.6,46.2,48.4,102.5,48.8
SAC,SAC vs. PHX,12/28/2019,L,48,113.4,114.3,-0.9,46.3,1.58,15,23.9,73.8,47.7,12.4,56,58.2,97.5,44
ORL,ORL @ MIL,12/28/2019,L,48,99,109.9,-10.9,60,1.91,16.3,14.8,63,37,10.9,48.3,52.4,101,43.5
MIA,MIA vs. PHI,12/28/2019,W,53,112.5,111.5,1,61.9,3.25,18.2,24.1,77.6,49.5,7.7,50,54.8,94.19,50.5
PHX,PHX @ SAC,12/28/2019,W,48,114.3,113.4,0.9,66.7,2.14,21.7,26.2,76.1,52.3,14.3,57.6,60.5,97.5,56
NYK,NYK @ WAS,12/28/2019,W,48,100.9,95.2,5.7,65.8,1.14,17.1,29.4,72.3,53.4,20.8,51.2,55.5,105.5,56.1
SAS,SAS vs. DET,12/28/2019,W,48,133.3,106.9,26.5,56.6,2.73,21.4,19,78,53.5,10.8,66.7,68.3,102,63.6
GSW,GSW vs. DAL,12/28/2019,L,48,115.2,134.3,-19,62.2,2.15,19.4,21.6,77.3,47.4,12.4,58.1,60.2,105,40.6
LAC,LAC vs. UTA,12/28/2019,L,48,110.3,123.7,-13.4,62.9,2.75,15.9,31.1,73.8,48.5,8.2,43.2,50.1,97,43.7
WAS,WAS vs. NYK,12/28/2019,L,48,95.2,100.9,-5.7,48.5,1.33,11.5,27.7,70.6,46.6,11.4,39.6,45.6,105.5,43.9
PHI,PHI @ MIA,12/28/2019,L,53,111.5,112.5,-1,57.1,2.18,17.3,22.4,75.9,50.5,10.6,52.8,57,94.19,49.5
POR,POR vs. LAL,12/28/2019,L,48,118.8,126.7,-7.9,43.9,1.13,13.5,29.2,70.2,49.5,15.8,56.4,61.3,101,43.2
DEN,DEN vs. MEM,12/28/2019,W,48,117.8,108.9,8.9,62.2,2.8,19.4,30.8,73.3,50.5,9.9,53.2,56.7,101,52.9
IND,IND @ NOP,12/28/2019,L,48,94.2,115.4,-21.2,51.5,0.94,12.7,24.5,74.5,49,17.3,42.4,50.1,104,39.1
MIN,MIN vs. CLE,12/28/2019,L,48,84.6,90.4,-5.8,51.5,0.94,12.3,26.6,56,39.5,17.3,39.8,43.4,104,41.6
HOU,HOU vs. BKN,12/28/2019,W,48,105.9,95.1,10.7,36.4,1.14,11.7,30.6,72.9,51.2,13.7,50,50,102.5,51.2
NOP,NOP vs. IND,12/28/2019,W,48,115.4,94.2,21.2,58.1,1.92,17.6,25.5,75.5,51,12.5,55.9,58.9,104,60.9
DET,DET @ SAS,12/28/2019,L,48,106.9,133.3,-26.5,50,1.82,14.8,22,81,46.5,10.8,51.1,52.8,102,36.4
CHA,CHA vs. OKC,12/27/2019,L,53,97.1,99,-1.9,61.9,1.73,17.1,33.3,73.6,51.7,14.3,45,46.8,95.09,48.9
ORL,ORL vs. PHI,12/27/2019,W,48,96.1,95.1,1,70.3,1.63,18.2,26.8,75.9,50.9,15.7,47.7,49.9,102,49.2
CLE,CLE @ BOS,12/27/2019,L,48,115.8,127.7,-11.9,50,2,16.5,22.2,68.8,46.2,10.9,57.1,59.8,101,46.3
GSW,GSW vs. PHX,12/27/2019,W,48,102.9,94.1,8.8,57.9,2,15.9,25.5,72.1,45.9,10.8,46.2,51,102,54
PHI,PHI @ ORL,12/27/2019,L,48,95.1,96.1,-1,65.7,1.44,16.8,24.1,73.2,49.1,15.7,46,50.4,102,50.8
MIL,MIL @ ATL,12/27/2019,W,48,103.7,80.4,23.3,63,1.61,19.9,18.8,85.2,56,16.7,56.6,57.9,107.5,67.2
PHX,PHX @ GSW,12/27/2019,L,48,94.1,102.9,-8.8,62.9,0.81,16.2,27.9,74.5,54.1,26.5,51.3,56.1,102,46
ATL,ATL vs. MIL,12/27/2019,L,48,80.4,103.7,-23.3,60.6,1.11,14.7,14.8,81.3,44,16.8,42.9,44.3,107.5,32.8
BOS,BOS vs. CLE,12/27/2019,W,48,127.7,115.8,11.9,57.1,2.55,19.4,31.3,77.8,53.8,10.9,58.9,62.4,101,53.7
IND,IND @ MIA,12/27/2019,L,48,115.5,116.5,-1,61.4,6.75,21.1,8.5,68,39.2,4.1,56.7,58.8,97,48.9
MIA,MIA vs. IND,12/27/2019,W,48,116.5,115.5,1,72.5,2.23,20.4,32,91.5,60.8,13.4,53.9,58,97,51.1
OKC,OKC @ CHA,12/27/2019,W,53,99,97.1,1.9,47.5,1.36,14,26.4,66.7,48.3,13.3,47.8,50.7,95.09,51.1
SAS,SAS @ DAL,12/26/2019,L,48,99,102,-3,45,1.38,14.8,10.9,74.5,45.5,13.1,53,54.7,99.5,49.5
SAC,SAC vs. MIN,12/26/2019,L,58,90.4,90.5,-0.1,54.1,1.67,13.2,26.4,75,50.7,10.4,38.8,44.1,95.59,49.9
MIN,MIN @ SAC,12/26/2019,W,58,90.5,90.4,0.1,63.9,1.53,14.7,25,73.6,49.3,12.9,39.4,45,95.59,50.1
POR,POR @ UTA,12/26/2019,L,48,119.8,127.4,-7.6,32.6,1.17,11.3,30.6,78,52.2,12.5,56.7,59.1,95.5,43.5
BKN,BKN vs. NYK,12/26/2019,L,48,82,94,-12,81,1.31,13.5,16.7,75.4,45.3,13,35.3,43.7,100,42
UTA,UTA vs. POR,12/26/2019,W,48,127.4,119.8,7.6,47.8,2,17.6,22,69.4,47.8,11.6,65.4,66.7,95.5,56.5
DAL,DAL vs. SAS,12/26/2019,W,48,102,99,3,57.9,1.57,16.2,25.5,89.1,54.5,14,51.1,52.8,99.5,50.5
WAS,WAS @ DET,12/26/2019,L,48,103,133.3,-30.3,47.4,1.5,13.3,31,65.1,45.5,12.1,45.1,49.1,99,33.3
DET,DET vs. WAS,12/26/2019,W,48,133.3,103,30.3,69.6,2.13,21.9,34.9,69,54.5,15.2,64.5,67.7,99,66.7
MEM,MEM @ OKC,12/26/2019,W,48,112.2,100,12.2,56.5,1.63,19.5,23.7,79.6,56.5,16.3,60.7,61.9,97.5,58.9
OKC,OKC vs. MEM,12/26/2019,L,48,100,112.2,-12.2,60.5,2.56,17.6,20.4,76.3,43.5,9.3,46.7,49.6,97.5,41.1
NYK,NYK @ BKN,12/26/2019,W,48,94,82,12,43.2,1.14,12.3,24.6,83.3,54.7,14,45.1,47.7,100,58
PHI,PHI vs. MIL,12/25/2019,W,48,124.7,111.2,13.5,65.9,3.63,20.1,31.7,74.5,51.4,8.2,54,56.2,97.5,53.8
HOU,HOU @ GSW,12/25/2019,L,48,100,111.5,-11.5,51.4,1.58,13.7,25,73.5,46,11.5,45,48.6,104,37.8
TOR,TOR vs. BOS,12/25/2019,L,48,102,118,-16,44.7,1,13.7,18.2,60.4,40.2,17,52.5,56.9,100,46.9
LAC,LAC @ LAL,12/25/2019,W,48,111,105,6,61.5,1.5,17,34.7,68.9,53.6,16,51.2,56,100.5,54.5
BOS,BOS @ TOR,12/25/2019,W,48,118,102,16,56.5,1.37,17.9,39.6,81.8,59.8,19,57.6,60.1,100,53.1
NOP,NOP @ DEN,12/25/2019,W,48,114.3,103.1,11.2,56.1,1.21,16.5,36.7,69.6,54.3,19.4,55.6,58.8,97.5,56.7
DEN,DEN vs. NOP,12/25/2019,L,48,103.1,114.3,-11.2,64.9,2,17.4,30.4,63.3,45.7,12.4,46.7,50,97.5,43.3
LAL,LAL vs. LAC,12/25/2019,L,48,105,111,-6,61.5,1.85,16.7,31.1,65.3,46.4,12.9,46.9,50.4,100.5,45.5
GSW,GSW vs. HOU,12/25/2019,W,48,111.5,100,11.5,65.9,1.69,18.8,26.5,75,54,15.4,52.3,58.4,104,62.2
MIL,MIL @ PHI,12/25/2019,L,48,111.2,124.7,-13.5,51.1,2.3,17.2,25.5,68.3,48.6,10.2,54.2,55.3,97.5,46.2
DET,DET vs. PHI,12/23/2019,L,48,112.4,127.6,-15.2,62.8,1.93,20.1,23.8,60.5,42.4,14.4,57.1,59.3,97.5,42.8
WAS,WAS @ NYK,12/23/2019,W,48,121,115,6,57.4,3,17.9,42.1,72,56.1,9,52,53.4,100,53.7
NYK,NYK vs. WAS,12/23/2019,L,48,115,121,-6,65.9,2.07,20.3,28,57.9,43.9,14,55.4,57.7,100,46.3
GSW,GSW vs. MIN,12/23/2019,W,48,107.6,98.1,9.5,71.1,1.35,18.2,31.4,78.2,55.7,19,50.6,56.4,105.5,56.9
MIA,MIA vs. UTA,12/23/2019,W,48,105.9,104,1.9,43.2,1.14,11.9,33.3,80,56.9,13.9,46.1,52.5,100.5,52.7
PHI,PHI @ DET,12/23/2019,W,48,127.6,112.4,15.2,63.5,2.75,22.3,39.5,76.2,57.6,12.2,61.1,62.6,97.5,57.2
NOP,NOP @ POR,12/23/2019,W,48,103,93.1,10,60.5,1.77,16.9,24.6,78.6,51.3,13.1,48.9,51,100,53.1
MEM,MEM vs. SAS,12/23/2019,L,48,110.6,138.1,-27.5,62.2,2.15,19.4,21.8,83.3,43.5,12.5,54.7,55.8,104.5,33.8
TOR,TOR @ IND,12/23/2019,L,53,108.5,113.2,-4.7,69.8,1.88,19.5,34,71.7,52.8,15.1,51.6,55,96,48.7
HOU,HOU @ SAC,12/23/2019,W,48,109.7,102,7.7,46.2,1.64,14.1,16,69.4,42.4,10.7,53.4,58.2,102.5,55.3
PHX,PHX vs. DEN,12/23/2019,L,48,109.9,111.9,-2,69,1.71,20.6,25.5,81.1,50,16.8,55.7,58.5,101,47.8
UTA,UTA @ MIA,12/23/2019,L,48,104,105.9,-1.9,43.6,1.42,13.3,20,66.7,43.1,12,50,53.1,100.5,47.3
ATL,ATL @ CLE,12/23/2019,L,48,104.4,109,-4.6,51.1,1.44,16.2,17.6,74.5,44.9,14.2,55.3,57.6,112,49.1
POR,POR vs. NOP,12/23/2019,L,48,93.1,103,-10,45.9,1.55,13.1,21.4,75.4,48.7,10.9,42.9,47.5,100,46.9
CLE,CLE vs. ATL,12/23/2019,W,48,109,104.4,4.6,38,0.83,13.4,25.5,82.4,55.1,20.7,57.8,59.7,112,50.9
DEN,DEN @ PHX,12/23/2019,W,48,111.9,109.9,2,72.1,1.48,22.3,18.9,74.5,50,20.8,64.7,66.8,101,52.2
MIN,MIN @ GSW,12/23/2019,L,48,98.1,107.6,-9.5,45.7,1,11.9,21.8,68.6,44.3,15.1,46.6,52.1,105.5,43.1
CHI,CHI @ ORL,12/23/2019,L,48,96,102,-6,57.1,1.18,15.2,24.1,82.6,51,17.2,47.2,50.2,100,41.4
SAC,SAC vs. HOU,12/23/2019,L,48,102,109.7,-7.7,48.8,1.05,14.7,30.6,84,57.6,18.6,51.1,53.5,102.5,44.7
IND,IND vs. TOR,12/23/2019,W,53,113.2,108.5,4.7,75.6,2.43,21.9,28.3,66,47.2,13.2,56.8,57.8,96,51.3
SAS,SAS @ MEM,12/23/2019,W,48,138.1,110.6,27.5,60,3,24.8,16.7,78.2,56.5,11.4,75.8,76.2,104.5,66.2
ORL,ORL vs. CHI,12/23/2019,W,48,102,96,6,59,1.77,17.7,17.4,75.9,49,12.9,54.3,56.5,100,58.6
LAL,LAL vs. DEN,12/22/2019,L,48,107.2,133.3,-26.1,46.2,0.95,13.5,39.1,57.1,48.4,19.6,53,56.1,96.5,36.8
CHA,CHA @ BOS,12/22/2019,L,48,101.1,129.3,-28.3,78.8,4.33,21.1,11.1,62.8,34,6.5,46.3,50.5,92,37.6
IND,IND @ MIL,12/22/2019,L,48,88.1,115.8,-27.7,73,2.08,18.9,23.8,64.5,44,12.9,43,43.5,101,35.8
DAL,DAL @ TOR,12/22/2019,L,48,104.9,108.9,-4,77.1,1.59,18.6,31.6,67.8,50,16.7,47.2,52.5,101.5,48.5
MIL,MIL vs. IND,12/22/2019,W,48,115.8,88.1,27.7,70.5,3.1,20.3,35.5,76.2,56,9.9,49.5,52.5,101,64.2
BOS,BOS vs. CHA,12/22/2019,W,48,129.3,101.1,28.3,54.3,1.92,18.8,37.2,88.9,66,14.1,60.2,62.6,92,62.4
TOR,TOR vs. DAL,12/22/2019,W,48,108.9,104.9,4,56.8,1.75,15,32.2,68.4,50,11.9,44.7,51.1,101.5,51.5
DEN,DEN @ LAL,12/22/2019,W,48,133.3,107.2,26.1,68.9,3.1,20.9,42.9,60.9,51.6,10.4,54.9,60.8,96.5,63.2
LAC,LAC @ OKC,12/22/2019,L,48,110.9,115.7,-4.8,55,1.29,16.2,27.7,67.3,48.5,16.8,52.9,58,101.5,45.2
OKC,OKC vs. LAC,12/22/2019,W,48,115.7,110.9,4.8,52.2,2,16.9,32.7,72.3,51.5,11.8,52.1,55.8,101.5,54.8
LAC,LAC @ SAS,12/21/2019,W,48,128.8,103.8,25,59.3,2.67,21.3,29.8,82.9,54.5,11.5,60.6,62.4,104.5,58.7
MEM,MEM vs. SAC,12/21/2019,W,48,115.5,111.7,3.9,80,2.29,22.2,21.7,62.7,44.8,13.6,57.2,62.1,103,57.5
ATL,ATL @ BKN,12/21/2019,L,48,102.8,110.9,-8.2,43.6,1.7,11.9,24.6,67.2,44.1,9.2,42.4,47.9,109.5,41.9
POR,POR vs. MIN,12/21/2019,W,48,108.7,101,7.7,47.5,1.27,13.7,30.4,83.7,55.2,14.4,49.5,53.8,104.5,52
PHI,PHI vs. WAS,12/21/2019,W,48,121.4,106.9,14.4,57.1,2,18.8,36,77.8,57.7,13.6,59.6,60.5,102,58.8
CHI,CHI @ DET,12/21/2019,W,48,119,108.1,10.9,52.5,1,15.7,34.2,81.3,60.5,21,63.6,67.6,99.5,54.9
MIN,MIN @ POR,12/21/2019,L,48,101,108.7,-7.7,42.1,0.94,12.4,16.3,69.6,44.8,16.2,52.3,56.4,104.5,48
NYK,NYK vs. MIL,12/21/2019,L,48,94.4,115,-20.5,59,1.53,15.6,25.8,74.5,47.8,13.9,44.8,48,107.5,37.9
SAC,SAC @ MEM,12/21/2019,L,48,111.7,115.5,-3.9,51.2,1.69,15.2,37.3,78.3,55.2,12.6,48.5,52,103,42.5
HOU,HOU @ PHX,12/21/2019,W,48,136.3,122.5,13.7,45.1,2.3,17.6,14.6,70.2,44.3,9.8,69.5,71.6,102,53.2
CHA,CHA vs. UTA,12/21/2019,L,48,112.6,118.8,-6.1,51.3,1.43,15.7,26.5,70.3,45.3,14.7,52.9,56.5,95.5,44.5
MIL,MIL @ NYK,12/21/2019,W,48,115,94.4,20.5,63.4,1.37,17.8,25.5,74.2,52.2,17.8,58.8,61.3,107.5,62.1
PHX,PHX vs. HOU,12/21/2019,L,48,122.5,136.3,-13.7,55.3,2.6,18.3,29.8,85.4,55.7,9.8,56,60,102,46.8
SAS,SAS vs. LAC,12/21/2019,L,48,103.8,128.8,-25,57.1,1.33,17.9,17.1,70.2,45.5,17.1,57.3,60.3,104.5,41.3
BKN,BKN vs. ATL,12/21/2019,W,48,110.9,102.8,8.2,50,1.44,15.3,32.8,75.4,55.9,14.5,51.5,54.3,109.5,58.1
UTA,UTA @ CHA,12/21/2019,W,48,118.8,112.6,6.1,69.2,1.29,20.3,29.7,73.5,54.7,21.9,63.3,68,95.5,55.5
WAS,WAS @ PHI,12/21/2019,L,48,106.9,121.4,-14.4,50,1.64,13.7,22.2,64,42.3,10.9,44.9,52.4,102,41.2
DET,DET vs. CHI,12/21/2019,L,48,108.1,119,-10.9,75,1.88,21.7,18.8,65.8,39.5,16.2,55.2,58,99.5,45.1
OKC,OKC vs. PHX,12/20/2019,W,48,128.6,110.2,18.4,46.9,1.53,17.2,34.1,66,51.6,15.3,62.1,65.5,98,59.5
POR,POR vs. ORL,12/20/2019,W,48,115.7,100,15.7,38.1,0.76,12.4,30.2,62.9,50.4,20.6,60.1,63.9,102.5,56.7
MIN,MIN @ DEN,12/20/2019,L,48,103.1,111.2,-8.1,55.6,1.43,14.8,32.7,67.4,48.5,14.4,47.1,50.6,97.5,44.1
BOS,BOS vs. DET,12/20/2019,W,48,109.6,90.3,19.3,53.3,1.2,16.9,32.6,69.1,53.1,19.2,57.6,59.8,103.5,65
SAC,SAC @ IND,12/20/2019,L,48,109.4,122.7,-13.3,61,2.08,18.4,29.4,81,52.7,12.5,50.5,53.8,96.5,41.8
IND,IND vs. SAC,12/20/2019,W,48,122.7,109.4,13.3,75.6,3.78,24.5,19,70.6,47.3,9.3,60.5,63.4,96.5,58.2
MEM,MEM @ CLE,12/20/2019,L,48,105.9,115.2,-9.2,70.5,4.43,21.5,23.3,65.5,43.5,6.9,50,50.9,100,48.4
NOP,NOP @ GSW,12/20/2019,L,48,98.1,101.9,-3.8,59,1.28,16,30.4,77.1,51.9,17.3,46.8,49.5,104,45.1
NYK,NYK @ MIA,12/20/2019,L,48,114,127.7,-13.7,56.1,2.88,16.3,29.5,72.5,46.5,8,48.9,52.5,100.5,39.2
ORL,ORL @ POR,12/20/2019,L,48,100,115.7,-15.7,53.8,2.1,14,37.1,69.8,49.6,9.7,40.1,43.9,102.5,43.3
DET,DET @ BOS,12/20/2019,L,48,90.3,109.6,-19.3,61.8,0.84,14.9,30.9,67.4,46.9,24.3,46.5,49.8,103.5,35
WAS,WAS @ TOR,12/20/2019,L,48,110.3,113,-2.7,60,1.6,17,20.4,77.8,47.9,14,54,58.4,107.5,45.5
MIA,MIA vs. NYK,12/20/2019,W,48,127.7,114,13.7,79.1,1.89,23.3,27.5,70.5,53.5,17.8,67.5,70.1,100.5,60.8
CLE,CLE vs. MEM,12/20/2019,W,48,115.2,105.9,9.2,65,1.63,18.1,34.5,76.7,56.5,16.2,52.7,55.8,100,51.6
PHX,PHX @ OKC,12/20/2019,L,48,110.2,128.6,-18.4,68.4,1.63,18.4,34,65.9,48.4,16.3,50,55.6,98,40.5
TOR,TOR vs. WAS,12/20/2019,W,48,113,110.3,2.7,68.4,1.53,18.3,22.2,79.6,52.1,15.7,56.4,62.7,107.5,54.5
GSW,GSW vs. NOP,12/20/2019,W,48,101.9,98.1,3.8,69.4,1.39,17.9,22.9,69.6,48.1,17.3,49.4,56.4,104,54.9
DAL,DAL @ PHI,12/20/2019,W,48,114.7,97,17.7,53.5,1.44,17.2,20.5,78.2,52.5,15.7,60.2,63.1,101.5,58.5
PHI,PHI vs. DAL,12/20/2019,L,48,97,114.7,-17.7,65.8,1.67,18.1,21.8,79.5,47.5,14.9,47.8,50,101.5,41.5
